Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Clinical Therapeutics,4544,Elsevier Science,/scimag/journals/4544,/scimag/?journal=4544&page=1,293,/scimag/?journal=4544&year=2017&volume=39&issue=1,/scimag/?journal=4544&year=2018&volume=40&issue=1,/scimag/?journal=4544&year=2019&volume=41&issue=1,/scimag/?journal=4544&year=2020&volume=42&issue=1,
Clinical Update,4548,Elsevier Science,/scimag/journals/4548,/scimag/?journal=4548&page=1,1,,,,,
Clinics in Chest Medicine,4553,Elsevier Science,/scimag/journals/4553,/scimag/?journal=4553&page=1,77,/scimag/?journal=4553&year=2017&volume=38&issue=1,/scimag/?journal=4553&year=2018&volume=39&issue=1,/scimag/?journal=4553&year=2019&volume=40&issue=1,/scimag/?journal=4553&year=2020&volume=41&issue=1,
Clinics in Dermatology,4555,Elsevier Science,/scimag/journals/4555,/scimag/?journal=4555&page=1,146,/scimag/?journal=4555&year=2017&volume=35&issue=1,/scimag/?journal=4555&year=2018&volume=36&issue=1,/scimag/?journal=4555&year=2019&volume=37&issue=1,/scimag/?journal=4555&year=2020&volume=38&issue=1,
Clinics in Endocrinology and Metabolism,4556,Elsevier Science,/scimag/journals/4556,/scimag/?journal=4556&page=1,29,,,,,
Clinics in Family Practice,4557,Elsevier Science,/scimag/journals/4557,/scimag/?journal=4557&page=1,11,,,,,
Clinics in Geriatric Medicine,4558,Elsevier Science,/scimag/journals/4558,/scimag/?journal=4558&page=1,85,/scimag/?journal=4558&year=2017&volume=33&issue=1,/scimag/?journal=4558&year=2018&volume=34&issue=1,/scimag/?journal=4558&year=2019&volume=35&issue=1,/scimag/?journal=4558&year=2020&volume=36&issue=1,/scimag/?journal=4558&year=2021&volume=37&issue=1
Clinics in Laboratory Medicine,4560,Elsevier Science,/scimag/journals/4560,/scimag/?journal=4560&page=1,81,/scimag/?journal=4560&year=2017&volume=37&issue=1,/scimag/?journal=4560&year=2018&volume=38&issue=1,/scimag/?journal=4560&year=2019&volume=39&issue=1,/scimag/?journal=4560&year=2020&volume=40&issue=1,
Clinics in Liver Disease,4561,Elsevier Science,/scimag/journals/4561,/scimag/?journal=4561&page=1,66,/scimag/?journal=4561&year=2017&volume=21&issue=1,/scimag/?journal=4561&year=2018&volume=22&issue=1,/scimag/?journal=4561&year=2019&volume=23&issue=1,/scimag/?journal=4561&year=2020&volume=24&issue=1,/scimag/?journal=4561&year=2021&volume=25&issue=1
Clinics in Occupational and Environmental Medicine,4563,Elsevier Science,/scimag/journals/4563,/scimag/?journal=4563&page=1,6,,,,,
Clinics in Perinatology,4565,Elsevier Science,/scimag/journals/4565,/scimag/?journal=4565&page=1,102,/scimag/?journal=4565&year=2017&volume=44&issue=1,/scimag/?journal=4565&year=2018&volume=45&issue=1,/scimag/?journal=4565&year=2019&volume=46&issue=1,/scimag/?journal=4565&year=2020&volume=47&issue=1,
Clinics in Plastic Surgery,4566,Elsevier Science,/scimag/journals/4566,/scimag/?journal=4566&page=1,91,/scimag/?journal=4566&year=2017&volume=44&issue=1,/scimag/?journal=4566&year=2018&volume=45&issue=1,/scimag/?journal=4566&year=2019&volume=46&issue=1,/scimag/?journal=4566&year=2020&volume=47&issue=1,/scimag/?journal=4566&year=2021&volume=48&issue=1
Clinics in Podiatric Medicine and Surgery,4567,Elsevier Science,/scimag/journals/4567,/scimag/?journal=4567&page=1,52,/scimag/?journal=4567&year=2017&volume=34&issue=1,/scimag/?journal=4567&year=2018&volume=35&issue=1,/scimag/?journal=4567&year=2019&volume=36&issue=1,/scimag/?journal=4567&year=2020&volume=37&issue=1,/scimag/?journal=4567&year=2021&volume=38&issue=1
Clinics in Sports Medicine,4568,Elsevier Science,/scimag/journals/4568,/scimag/?journal=4568&page=1,72,/scimag/?journal=4568&year=2017&volume=36&issue=1,/scimag/?journal=4568&year=2018&volume=37&issue=1,/scimag/?journal=4568&year=2019&volume=38&issue=1,/scimag/?journal=4568&year=2020&volume=39&issue=1,/scimag/?journal=4568&year=2021&volume=40&issue=1
CMIG Extra: Cases,4579,Elsevier Science,/scimag/journals/4579,/scimag/?journal=4579&page=1,2,,,,,
Coastal Engineering,4589,Elsevier Science,/scimag/journals/4589,/scimag/?journal=4589&page=1,123,/scimag/?journal=4589&year=2017&volume=119&issue=,/scimag/?journal=4589&year=2018&volume=131&issue=,/scimag/?journal=4589&year=2019&volume=143&issue=,/scimag/?journal=4589&year=2020&volume=155&issue=,/scimag/?journal=4589&year=2021&volume=163&issue=
Cognition,4601,Elsevier Science,/scimag/journals/4601,/scimag/?journal=4601&page=1,196,/scimag/?journal=4601&year=2017&volume=158&issue=,/scimag/?journal=4601&year=2018&volume=170&issue=,/scimag/?journal=4601&year=2019&volume=182&issue=,/scimag/?journal=4601&year=2020&volume=194&issue=,/scimag/?journal=4601&year=2021&volume=206&issue=
Cognitive and Behavioral Practice,4607,Elsevier Science,/scimag/journals/4607,/scimag/?journal=4607&page=1,61,/scimag/?journal=4607&year=2017&volume=24&issue=1,/scimag/?journal=4607&year=2018&volume=25&issue=1,/scimag/?journal=4607&year=2019&volume=26&issue=1,/scimag/?journal=4607&year=2020&volume=27&issue=1,
Cognitive Brain Research,4609,Elsevier Science,/scimag/journals/4609,/scimag/?journal=4609&page=1,53,,,,,
Cognitive Development,4611,Elsevier Science,/scimag/journals/4611,/scimag/?journal=4611&page=1,55,/scimag/?journal=4611&year=2017&volume=41&issue=,/scimag/?journal=4611&year=2018&volume=45&issue=,/scimag/?journal=4611&year=2019&volume=49&issue=,/scimag/?journal=4611&year=2020&volume=53&issue=,/scimag/?journal=4611&year=2021&volume=57&issue=
Cognitive Psychology,4619,Elsevier Science,/scimag/journals/4619,/scimag/?journal=4619&page=1,56,/scimag/?journal=4619&year=2017&volume=92&issue=,/scimag/?journal=4619&year=2018&volume=100&issue=,/scimag/?journal=4619&year=2019&volume=108&issue=,/scimag/?journal=4619&year=2020&volume=116&issue=,/scimag/?journal=4619&year=2021&volume=124&issue=
Cognitive Systems Research,4623,Elsevier Science,/scimag/journals/4623,/scimag/?journal=4623&page=1,43,/scimag/?journal=4623&year=2017&volume=41&issue=,/scimag/?journal=4623&year=2018&volume=47&issue=,/scimag/?journal=4623&year=2019&volume=53&issue=,/scimag/?journal=4623&year=2020&volume=59&issue=,/scimag/?journal=4623&year=2021&volume=65&issue=
Cold Regions Science and Technology,4627,Elsevier Science,/scimag/journals/4627,/scimag/?journal=4627&page=1,137,/scimag/?journal=4627&year=2017&volume=133&issue=,/scimag/?journal=4627&year=2018&volume=145&issue=,/scimag/?journal=4627&year=2019&volume=157&issue=,/scimag/?journal=4627&year=2020&volume=169&issue=,/scimag/?journal=4627&year=2021&volume=181&issue=
Colloids and Surfaces,4652,Elsevier Science,/scimag/journals/4652,/scimag/?journal=4652&page=1,109,,,,,
Colloids and Surfaces A: Physicochemical and Engineering Aspects,4653,Elsevier Science,/scimag/journals/4653,/scimag/?journal=4653&page=1,784,/scimag/?journal=4653&year=2017&volume=512&issue=,/scimag/?journal=4653&year=2018&volume=536&issue=,/scimag/?journal=4653&year=2019&volume=560&issue=,/scimag/?journal=4653&year=2020&volume=584&issue=,/scimag/?journal=4653&year=2021&volume=608&issue=
Colloids and Surfaces B: Biointerfaces,4654,Elsevier Science,/scimag/journals/4654,/scimag/?journal=4654&page=1,426,/scimag/?journal=4654&year=2017&volume=149&issue=,/scimag/?journal=4654&year=2018&volume=161&issue=,/scimag/?journal=4654&year=2019&volume=173&issue=,/scimag/?journal=4654&year=2020&volume=185&issue=,/scimag/?journal=4654&year=2021&volume=197&issue=
Combinatorial Chemistry - an Online Journal,4678,Elsevier Science,/scimag/journals/4678,/scimag/?journal=4678&page=1,16,,,,,
Combustion and Flame,4682,Elsevier Science,/scimag/journals/4682,/scimag/?journal=4682&page=1,449,/scimag/?journal=4682&year=2017&volume=175&issue=,/scimag/?journal=4682&year=2018&volume=187&issue=,/scimag/?journal=4682&year=2019&volume=199&issue=,/scimag/?journal=4682&year=2020&volume=211&issue=,/scimag/?journal=4682&year=2021&volume=223&issue=
Communications in Nonlinear Science and Numerical Simulation,4738,Elsevier Science,/scimag/journals/4738,/scimag/?journal=4738&page=1,240,/scimag/?journal=4738&year=2017&volume=42&issue=,/scimag/?journal=4738&year=2018&volume=54&issue=,/scimag/?journal=4738&year=2019&volume=66&issue=,/scimag/?journal=4738&year=2020&volume=80&issue=,/scimag/?journal=4738&year=2021&volume=92&issue=
Communist Affairs,4759,Elsevier Science,/scimag/journals/4759,/scimag/?journal=4759&page=1,11,,,,,
Communist and Post-Communist Studies,4760,Elsevier Science,/scimag/journals/4760,/scimag/?journal=4760&page=1,37,/scimag/?journal=4760&year=2017&volume=50&issue=1,/scimag/?journal=4760&year=2018&volume=51&issue=1,/scimag/?journal=4760&year=2019&volume=52&issue=1,/scimag/?journal=4760&year=2020&volume=53&issue=1,
Comparative and General Pharmacology,4784,Elsevier Science,/scimag/journals/4784,/scimag/?journal=4784&page=1,12,,,,,
Comparative Biochemistry and Physiology,4785,Elsevier Science,/scimag/journals/4785,/scimag/?journal=4785&page=1,120,,,,,
Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,4786,Elsevier Science,/scimag/journals/4786,/scimag/?journal=4786&page=1,350,/scimag/?journal=4786&year=2017&volume=203&issue=,/scimag/?journal=4786&year=2018&volume=215&issue=,/scimag/?journal=4786&year=2019&volume=227&issue=,/scimag/?journal=4786&year=2020&volume=239&issue=,/scimag/?journal=4786&year=2021&volume=251&issue=
Comparative Biochemistry and Physiology Part A: Physiology,4787,Elsevier Science,/scimag/journals/4787,/scimag/?journal=4787&page=1,429,,,,,
Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,4788,Elsevier Science,/scimag/journals/4788,/scimag/?journal=4788&page=1,550,/scimag/?journal=4788&year=2017&volume=203&issue=,/scimag/?journal=4788&year=2018&volume=215&issue=,/scimag/?journal=4788&year=2019&volume=227&issue=,/scimag/?journal=4788&year=2020&volume=239&issue=,/scimag/?journal=4788&year=2021&volume=251&issue=
Comparative Biochemistry and Physiology Part C: Comparative Pharmacology,4790,Elsevier Science,/scimag/journals/4790,/scimag/?journal=4790&page=1,144,,,,,
"Comparative Biochemistry and Physiology Part C: Pharmacology, Toxicology and Endocrinology",4791,Elsevier Science,/scimag/journals/4791,/scimag/?journal=4791&page=1,47,,,,,
Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,4792,Elsevier Science,/scimag/journals/4792,/scimag/?journal=4792&page=1,114,/scimag/?journal=4792&year=2017&volume=191&issue=,/scimag/?journal=4792&year=2018&volume=204&issue=,/scimag/?journal=4792&year=2019&volume=215&issue=,/scimag/?journal=4792&year=2020&volume=227&issue=,/scimag/?journal=4792&year=2021&volume=239&issue=
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics,4793,Elsevier Science,/scimag/journals/4793,/scimag/?journal=4793&page=1,32,/scimag/?journal=4793&year=2017&volume=21&issue=,/scimag/?journal=4793&year=2018&volume=25&issue=,/scimag/?journal=4793&year=2019&volume=29&issue=,/scimag/?journal=4793&year=2020&volume=33&issue=,/scimag/?journal=4793&year=2021&volume=37&issue=
"Comparative Immunology, Microbiology and Infectious Diseases",4809,Elsevier Science,/scimag/journals/4809,/scimag/?journal=4809&page=1,141,/scimag/?journal=4809&year=2017&volume=50&issue=,/scimag/?journal=4809&year=2018&volume=56&issue=,/scimag/?journal=4809&year=2019&volume=62&issue=,/scimag/?journal=4809&year=2020&volume=68&issue=,/scimag/?journal=4809&year=2021&volume=74&issue=
Complementary Therapies in Clinical Practice,4829,Elsevier Science,/scimag/journals/4829,/scimag/?journal=4829&page=1,52,/scimag/?journal=4829&year=2017&volume=26&issue=,/scimag/?journal=4829&year=2018&volume=30&issue=,/scimag/?journal=4829&year=2019&volume=34&issue=,/scimag/?journal=4829&year=2020&volume=38&issue=,/scimag/?journal=4829&year=2021&volume=42&issue=
Complementary Therapies in Medicine,4830,Elsevier Science,/scimag/journals/4830,/scimag/?journal=4830&page=1,123,/scimag/?journal=4830&year=2017&volume=30&issue=,/scimag/?journal=4830&year=2018&volume=36&issue=,/scimag/?journal=4830&year=2019&volume=42&issue=,/scimag/?journal=4830&year=2020&volume=48&issue=,/scimag/?journal=4830&year=2021&volume=56&issue=
Complementary Therapies in Nursing and Midwifery,4831,Elsevier Science,/scimag/journals/4831,/scimag/?journal=4831&page=1,30,,,,,
Composite Structures,4839,Elsevier Science,/scimag/journals/4839,/scimag/?journal=4839&page=1,530,/scimag/?journal=4839&year=2017&volume=159&issue=,/scimag/?journal=4839&year=2018&volume=183&issue=,/scimag/?journal=4839&year=2019&volume=207&issue=,/scimag/?journal=4839&year=2020&volume=231&issue=,/scimag/?journal=4839&year=2021&volume=255&issue=
Composites,4840,Elsevier Science,/scimag/journals/4840,/scimag/?journal=4840&page=1,380,,,,,
Composites Business Analyst,4841,Elsevier Science,/scimag/journals/4841,/scimag/?journal=4841&page=1,2,,,,,
Composites Engineering,4842,Elsevier Science,/scimag/journals/4842,/scimag/?journal=4842&page=1,16,,,,,
Composites Manufacturing,4843,Elsevier Science,/scimag/journals/4843,/scimag/?journal=4843&page=1,25,,,,,
Composites Part A: Applied Science and Manufacturing,4845,Elsevier Science,/scimag/journals/4845,/scimag/?journal=4845&page=1,263,/scimag/?journal=4845&year=2017&volume=92&issue=,/scimag/?journal=4845&year=2018&volume=104&issue=,/scimag/?journal=4845&year=2019&volume=116&issue=,/scimag/?journal=4845&year=2020&volume=128&issue=,/scimag/?journal=4845&year=2021&volume=140&issue=
Composites Part B: Engineering,4846,Elsevier Science,/scimag/journals/4846,/scimag/?journal=4846&page=1,334,/scimag/?journal=4846&year=2017&volume=108&issue=,/scimag/?journal=4846&year=2018&volume=132&issue=,/scimag/?journal=4846&year=2019&volume=156&issue=,/scimag/?journal=4846&year=2020&volume=180&issue=,/scimag/?journal=4846&year=2021&volume=204&issue=
Composites Science and Technology,4847,Elsevier Science,/scimag/journals/4847,/scimag/?journal=4847&page=1,371,/scimag/?journal=4847&year=2017&volume=138&issue=,/scimag/?journal=4847&year=2018&volume=154&issue=,/scimag/?journal=4847&year=2019&volume=169&issue=,/scimag/?journal=4847&year=2020&volume=185&issue=,/scimag/?journal=4847&year=2021&volume=201&issue=
Comprehensive Analytical Chemistry,4849,Elsevier Science,/scimag/journals/4849,/scimag/?journal=4849&page=1,1,,,,,
Comprehensive Psychiatry,4850,Elsevier Science,/scimag/journals/4850,/scimag/?journal=4850&page=1,250,/scimag/?journal=4850&year=2017&volume=72&issue=,/scimag/?journal=4850&year=2018&volume=80&issue=,/scimag/?journal=4850&year=2019&volume=88&issue=,/scimag/?journal=4850&year=2020&volume=96&issue=,/scimag/?journal=4850&year=2021&volume=104&issue=
Comptes Rendus Biologies,4854,Elsevier Science,/scimag/journals/4854,/scimag/?journal=4854&page=1,87,/scimag/?journal=4854&year=2017&volume=340&issue=1,/scimag/?journal=4854&year=2018&volume=341&issue=1,/scimag/?journal=4854&year=2019&volume=342&issue=1-2,,
Comptes Rendus Chimie,4855,Elsevier Science,/scimag/journals/4855,/scimag/?journal=4855&page=1,125,/scimag/?journal=4855&year=2017&volume=20&issue=1,/scimag/?journal=4855&year=2018&volume=21&issue=1,/scimag/?journal=4855&year=2019&volume=22&issue=1,,
Comptes Rendus de l'Académie des Sciences - Series I - Mathematics,4856,Elsevier Science,/scimag/journals/4856,/scimag/?journal=4856&page=1,95,,,,,
Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science,4857,Elsevier Science,/scimag/journals/4857,/scimag/?journal=4857&page=1,47,,,,,
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics,4858,Elsevier Science,/scimag/journals/4858,/scimag/?journal=4858&page=1,9,,,,,
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics-Physics-Astronomy,4859,Elsevier Science,/scimag/journals/4859,/scimag/?journal=4859&page=1,14,,,,,
Comptes Rendus de l'Académie des Sciences - Series IIB - Mechanics-Physics-Chemistry-Astronomy,4860,Elsevier Science,/scimag/journals/4860,/scimag/?journal=4860&page=1,11,,,,,
Comptes Rendus de l'Académie des Sciences - Series IIC - Chemistry,4861,Elsevier Science,/scimag/journals/4861,/scimag/?journal=4861&page=1,19,,,,,
Comptes Rendus de l'Académie des Sciences - Series III - Sciences de la Vie,4862,Elsevier Science,/scimag/journals/4862,/scimag/?journal=4862&page=1,27,,,,,
Comptes Rendus de l'Académie des Sciences - Series IV - Physics-Astrophysics,4863,Elsevier Science,/scimag/journals/4863,/scimag/?journal=4863&page=1,12,,,,,
Comptes Rendus Geoscience,4864,Elsevier Science,/scimag/journals/4864,/scimag/?journal=4864&page=1,80,/scimag/?journal=4864&year=2017&volume=349&issue=1,/scimag/?journal=4864&year=2018&volume=350&issue=1-2,/scimag/?journal=4864&year=2019&volume=351&issue=1,,
Comptes Rendus Mathematique,4865,Elsevier Science,/scimag/journals/4865,/scimag/?journal=4865&page=1,211,/scimag/?journal=4865&year=2017&volume=355&issue=1,/scimag/?journal=4865&year=2018&volume=356&issue=1,/scimag/?journal=4865&year=2019&volume=357&issue=1,,
Comptes Rendus Mécanique,4866,Elsevier Science,/scimag/journals/4866,/scimag/?journal=4866&page=1,88,/scimag/?journal=4866&year=2017&volume=345&issue=1,/scimag/?journal=4866&year=2018&volume=346&issue=1,/scimag/?journal=4866&year=2019&volume=347&issue=1,,
Comptes Rendus Palevol,4867,Elsevier Science,/scimag/journals/4867,/scimag/?journal=4867&page=1,60,/scimag/?journal=4867&year=2017&volume=16&issue=1,/scimag/?journal=4867&year=2018&volume=17&issue=1-2,/scimag/?journal=4867&year=2019&volume=18&issue=1,,
Comptes Rendus Physique,4868,Elsevier Science,/scimag/journals/4868,/scimag/?journal=4868&page=1,82,/scimag/?journal=4868&year=2017&volume=18&issue=1,/scimag/?journal=4868&year=2018&volume=19&issue=1-2,/scimag/?journal=4868&year=2019&volume=20&issue=1-2,,
Computational and Theoretical Polymer Science,4875,Elsevier Science,/scimag/journals/4875,/scimag/?journal=4875&page=1,9,,,,,
Computational Biology and Chemistry,4876,Elsevier Science,/scimag/journals/4876,/scimag/?journal=4876&page=1,71,/scimag/?journal=4876&year=2017&volume=66&issue=,/scimag/?journal=4876&year=2018&volume=72&issue=,/scimag/?journal=4876&year=2019&volume=78&issue=,/scimag/?journal=4876&year=2020&volume=84&issue=,/scimag/?journal=4876&year=2021&volume=90&issue=
Computational Geometry,4880,Elsevier Science,/scimag/journals/4880,/scimag/?journal=4880&page=1,61,/scimag/?journal=4880&year=2017&volume=58&issue=,/scimag/?journal=4880&year=2018&volume=67&issue=,/scimag/?journal=4880&year=2019&volume=76&issue=,/scimag/?journal=4880&year=2020&volume=86&issue=,/scimag/?journal=4880&year=2021&volume=92&issue=
Computational Materials Science,4886,Elsevier Science,/scimag/journals/4886,/scimag/?journal=4886&page=1,406,/scimag/?journal=4886&year=2017&volume=126&issue=,/scimag/?journal=4886&year=2018&volume=141&issue=,/scimag/?journal=4886&year=2019&volume=156&issue=,/scimag/?journal=4886&year=2020&volume=171&issue=,/scimag/?journal=4886&year=2021&volume=186&issue=
